0,0,141,0,0,0,28,0,0,0,0,0,8,0,0,45,0,0,0,0,12,15,0,0,0,51,0,0,0,0,0,0,0
0,0,146,0,0,0,18,0,0,0,0,0,9,0,0,52,0,0,0,0,8,18,0,0,0,49,0,0,0,0,0,0,0
40,8,0,14,5,0,0,0,18,0,14,2,2,12,38,0,11,2,16,30,7,2,4,28,0,0,3,0,18,2,0,5,19
48,13,0,11,4,0,2,4,17,0,16,3,0,12,34,0,18,0,21,30,2,6,3,19,0,2,0,0,12,2,0,5,16
43,16,0,14,13,0,1,1,22,0,14,0,0,13,42,0,17,0,15,24,4,6,4,23,0,0,2,0,10,0,1,0,15
27,0,0,19,2,0,2,5,15,0,23,0,1,16,19,0,4,16,15,38,2,1,1,33,0,0,1,0,7,3,4,10,36
16,2,3,3,5,0,0,1,41,0,17,11,3,9,32,0,23,0,18,35,5,3,14,35,0,0,3,0,0,2,2,3,14
29,8,0,16,7,0,0,1,20,0,12,0,4,13,34,0,8,0,17,29,3,3,8,39,0,4,1,0,8,2,1,9,24
22,14,0,15,5,0,4,9,22,0,13,0,3,19,22,0,4,0,16,34,3,2,3,37,0,3,3,0,8,2,4,15,18
34,2,0,18,6,0,3,17,4,2,29,3,2,15,8,0,2,22,21,32,3,1,0,17,0,1,10,0,6,3,13,6,20
21,1,0,12,3,0,2,13,7,6,28,1,2,29,4,0,6,16,39,15,0,1,1,12,0,1,11,0,1,6,22,17,23
20,1,0,27,2,0,1,9,2,15,25,12,3,34,1,0,3,0,27,6,2,4,4,5,0,0,19,2,6,17,15,12,26
21,6,0,27,2,0,1,9,6,8,29,10,3,31,7,0,1,1,21,8,2,1,8,6,0,0,24,0,4,15,9,21,19
12,7,0,25,3,0,0,6,4,3,25,14,0,38,5,0,3,1,45,10,5,2,3,4,0,0,15,2,5,17,10,16,20
4,9,0,28,2,0,0,12,5,2,27,14,3,46,4,0,1,0,23,10,4,0,9,5,0,0,26,0,1,18,9,15,23
6,6,0,27,0,0,0,13,2,10,15,15,2,46,4,0,2,1,32,2,1,3,13,3,0,0,22,5,4,13,13,25,15
5,1,0,22,0,0,0,13,0,5,17,25,2,35,2,0,3,2,42,7,1,0,10,5,0,0,17,1,4,30,15,20,16
5,6,0,24,0,0,0,12,3,8,14,23,1,40,3,0,0,2,36,3,2,3,12,1,0,0,21,6,2,12,22,30,9
7,10,0,21,0,0,0,5,0,4,18,37,3,55,2,0,2,7,31,6,1,0,18,1,0,0,23,3,8,8,10,13,7
