4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,283,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,2,0,284,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,2,0,0,3,0,1,1,1,0,5,0,0,0,1,0,1,0,0,2,1,0,0,0,0,280,3,0,0,1,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,281,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,288,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,0,0,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,278,2,2,0,2,0,0,2,0,2,0
3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,287,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,283,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,1,1,3,4,1,1,0,6,1,12,2,1,0,0,0,2,0,1,13,0,0,0,5,0,213,7,3,0,3,7,0,8,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,159,1,0,0,1,0,3,0,0,0,2,0,122,2,0,0,0,1,0,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,3,0,0,153,0,0,3,0,1,2,0,0,0,1,0,114,5,0,0,1,0,3,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,152,0,0,1,2,0,3,0,0,0,1,1,131,2,0,0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,136,0,0,1,0,1,0,0,0,0,0,0,158,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,139,0,0,0,1,1,0,0,0,0,0,0,148,0,0,0,0,1,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120,0,2,0,1,0,0,1,0,0,0,0,167,2,0,0,0,0,2,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,145,0,0,1,0,0,2,0,0,0,1,1,137,0,0,0,1,0,1,2,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,116,0,1,2,2,0,0,0,0,0,0,0,168,2,0,0,0,0,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,134,0,1,0,1,1,2,0,0,0,0,0,145,3,1,0,0,0,0,4,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,0,145,0,1,2,4,0,4,1,0,0,1,0,119,2,1,0,0,2,0,4,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,5,1,0,202,1,1,3,4,1,8,2,1,1,1,1,41,3,1,1,1,0,5,4,0,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,1,3,10,5,1,176,0,0,2,3,1,8,1,0,2,5,1,44,8,3,0,0,0,1,10,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,1,0,0,0,0,252,2,0,4,5,0,1,0,0,4,0,2,2,2,0,0,1,0,2,3,1,1,5
