64.24,72.03,83.59,97.22,110.92,65.88,75.25,88.55,103.25,117.47,69.27,79.92,94.33,109.17,122.73,74.17,85.80,100.40,114.52,126.32,79.03,91.04,104.97,117.59,128.03
142.45,142.77,142.91,142.72,142.48,142.71,142.97,143.09,142.99,142.82,142.73,143.04,143.19,143.11,142.93,142.66,142.95,143.05,142.90,142.63,142.25,142.49,142.58,142.38,142.09
25.67,25.37,25.27,25.50,25.87,25.34,25.01,24.88,24.98,25.32,25.23,24.89,24.70,24.76,25.06,25.41,25.11,24.91,24.95,25.19,25.84,25.49,25.28,25.29,25.57
199.37,200.16,200.79,200.92,200.56,199.82,200.79,201.32,201.36,200.97,199.92,201.00,201.42,201.45,201.25,199.89,200.82,201.25,201.32,201.24,199.58,200.36,200.79,200.91,200.98
69.27,69.04,68.98,68.83,68.65,69.15,68.98,68.91,68.78,68.65,69.18,69.01,68.96,68.85,68.73,69.22,69.05,69.06,69.01,68.84,69.29,69.16,69.14,69.04,68.88
117.18,117.52,117.80,118.12,118.23,117.35,117.71,118.03,118.34,118.41,117.52,117.89,118.19,118.46,118.53,117.73,118.07,118.31,118.55,118.54,117.84,118.15,118.27,118.35,118.28
35.53,34.62,34.17,34.05,34.34,35.16,34.28,33.89,33.72,33.99,35.15,34.23,33.78,33.59,33.87,35.87,34.83,34.19,34.00,34.20,36.97,35.85,35.15,34.72,34.84
161.02,161.49,161.70,161.66,161.38,161.32,161.74,161.93,161.85,161.56,161.41,161.71,161.84,161.63,161.33,161.30,161.50,161.55,161.29,160.98,161.04,161.17,161.17,160.79,160.44
17.18,16.89,16.70,16.66,16.72,17.00,16.72,16.56,16.49,16.59,16.98,16.74,16.55,16.49,16.54,17.11,16.86,16.67,16.58,16.64,17.33,17.03,16.85,16.82,16.84
218.35,219.63,220.12,219.71,218.36,219.43,220.60,220.78,220.19,218.75,220.37,221.29,221.27,220.52,218.73,221.16,221.90,221.75,220.67,218.70,221.42,221.96,221.40,220.13,218.23
134.15,134.20,134.02,133.63,132.99,134.63,134.75,134.57,134.21,133.64,134.91,134.95,134.79,134.47,133.94,134.81,134.90,134.70,134.36,133.89,134.52,134.58,134.38,134.05,133.60
183.26,183.64,183.80,183.64,183.44,183.62,183.95,184.04,183.96,183.76,183.86,184.12,184.20,184.12,184.03,183.84,184.15,184.22,184.20,184.14,183.75,184.09,184.12,184.11,184.06
101.34,101.41,101.38,101.41,101.31,101.23,101.33,101.35,101.37,101.22,101.11,101.19,101.25,101.22,101.08,100.96,101.01,101.07,101.09,100.97,100.70,100.70,100.79,100.83,100.77
115.57,106.58,94.36,80.88,69.48,109.00,98.25,85.34,72.23,62.14,101.08,89.60,76.55,64.46,55.82,92.25,80.77,68.74,58.41,51.52,84.69,73.81,62.74,53.68,48.41
246.15,246.82,247.03,246.70,246.07,246.51,247.31,247.62,247.34,246.84,246.64,247.43,247.70,247.45,247.05,246.70,247.40,247.61,247.18,246.73,246.58,247.25,247.44,246.84,246.29
126.09,126.17,126.11,125.96,125.74,126.22,126.41,126.41,126.26,126.00,126.24,126.43,126.47,126.34,126.03,126.16,126.35,126.43,126.28,126.03,126.03,126.08,126.09,125.96,125.76
59.68,59.55,59.45,59.37,59.29,59.49,59.36,59.39,59.38,59.36,59.40,59.27,59.31,59.38,59.49,59.38,59.22,59.27,59.43,59.70,59.61,59.46,59.49,59.66,60.00
95.77,81.14,63.25,48.51,38.75,88.21,71.86,54.10,40.90,33.10,78.34,61.00,44.74,34.68,29.90,68.95,52.34,38.75,31.52,28.73,60.90,46.23,35.49,30.58,28.90
47.38,46.90,46.97,47.44,48.41,47.00,46.55,46.59,47.02,48.05,47.28,46.66,46.66,47.12,48.12,48.00,47.39,47.40,47.86,48.72,49.22,48.75,48.77,49.05,49.81
81.40,89.67,97.33,103.98,108.56,62.43,70.33,78.39,86.54,93.10,47.43,52.88,58.69,66.09,73.19,38.67,41.66,45.24,50.70,57.23,33.81,35.45,37.59,41.22,46.52
77.64,77.61,77.65,77.60,77.64,77.45,77.44,77.51,77.52,77.63,77.26,77.32,77.44,77.47,77.59,77.15,77.23,77.37,77.45,77.57,77.02,77.17,77.31,77.41,77.52
152.47,145.95,134.57,119.17,102.96,146.05,136.97,123.43,107.14,91.34,137.00,125.32,110.53,95.16,81.03,126.03,112.58,97.56,83.39,72.22,113.43,100.08,86.68,75.14,66.78
40.29,44.21,49.85,57.99,67.16,42.48,47.62,54.96,64.80,75.32,46.58,53.13,62.10,73.72,85.27,52.54,61.11,71.30,83.48,94.42,60.72,70.68,81.18,92.91,102.13
187.48,183.76,174.80,161.30,143.11,184.83,179.57,167.89,151.09,130.46,180.87,173.41,158.57,137.85,116.24,175.61,164.33,144.87,121.52,100.63,166.50,149.80,126.57,103.61,86.89
119.81,125.56,129.88,133.19,135.29,108.45,116.00,122.32,126.77,129.31,92.35,99.99,107.49,113.17,117.39,72.71,79.69,87.52,94.65,100.49,57.28,62.21,68.81,75.84,82.96
56.48,48.35,42.14,38.15,36.12,69.30,59.16,50.24,43.85,40.07,85.62,74.89,63.46,53.81,47.29,102.39,92.80,80.86,68.82,59.21,114.84,107.19,96.33,84.05,73.01
150.93,150.95,150.76,150.51,150.27,151.26,151.35,151.26,150.95,150.57,151.57,151.67,151.55,151.33,150.97,151.72,151.83,151.77,151.56,151.13,151.74,151.85,151.75,151.57,151.13
93.28,84.68,76.78,69.93,65.20,107.90,99.81,91.60,83.43,76.94,123.02,116.61,109.37,101.30,93.10,135.18,131.03,124.93,117.17,108.44,142.48,139.88,135.66,129.74,122.04
85.05,85.05,85.02,84.94,84.84,85.04,85.07,85.09,85.08,84.97,85.09,85.13,85.14,85.18,85.07,85.17,85.17,85.19,85.21,85.13,85.20,85.20,85.21,85.19,85.16
109.61,109.79,109.86,109.87,109.71,109.62,109.75,109.82,109.84,109.72,109.66,109.66,109.76,109.75,109.60,109.60,109.61,109.63,109.60,109.42,109.71,109.76,109.77,109.71,109.45
92.30,92.18,92.09,92.02,91.85,92.44,92.37,92.32,92.23,92.07,92.57,92.55,92.45,92.37,92.18,92.62,92.62,92.54,92.41,92.22,92.57,92.58,92.50,92.36,92.17
